Year,Commodity Name,Insurance Plan Name Abbreviation,Stage Code,Cause of Loss,Month of Loss,# of Policies Paid Out,Avg premium per policy,Avg amout paid out per policy
2017,Corn,RP,Unharvested,Decline in Price,NOV,3,"$1,104.67","$2,327.42"
2017,Corn,RP,Harvested,Drought,JUL,23,"$2,009.68","$11,278.56"
2017,Corn,RP,Unharvested,Drought,JUN,2,"$2,182.75","$32,939.00"
2017,Corn,RPHPE,Unharvested,Drought,SEP,1,$980.00,"$8,949.00"
2017,Corn,RP,Unharvested,Drought,AUG,10,"$2,433.95","$15,586.70"
2017,Corn,RP,Harvested,Drought,NOV,4,"$1,024.61","$6,996.22"
2017,Corn,RP,Unharvested,Drought,SEP,1,"$3,118.00",-$362.00
2017,Corn,RP,Harvested,Drought,AUG,4,"$2,232.75","$5,331.75"
2017,Corn,RP,Harvested,Drought,OCT,3,"$1,441.00","$8,275.00"
2017,Corn,RP,Harvested,Drought,DEC,1,"$19,841.00","$106,403.00"
2017,Corn,RP,Unharvested,Drought,OCT,1,"$2,833.00","$8,715.00"
2017,Corn,RPHPE,Harvested,Drought,JUL,3,$854.00,"$3,798.00"
2017,Corn,RPHPE,Unharvested,Drought,JUL,1,$700.00,"$13,939.00"
2017,Corn,RP,Unharvested,Drought,JUL,20,"$2,738.50","$21,630.51"
2017,Corn,RP,Harvested,Drought,JUN,3,$960.17,"$3,737.00"
2017,Corn,RPHPE,Unharvested,Drought,JUN,1,"$1,013.60","$29,380.80"
2017,Corn,RP,Unharvested,Drought,NOV,2,"$1,398.00","$10,350.50"
2017,Corn,YP,Unharvested,Heat,SEP,1,$216.00,"$35,364.00"
2017,Corn,RP,Harvested,Heat,JUL,1,"$1,380.00","$1,846.00"
2017,Corn,RP,Harvested,Hail,JUL,1,$97.00,$756.00
2017,Corn,RP,Unharvested,Hail,JUN,2,"$1,020.00","$3,922.75"
2017,Corn,RP,Harvested,Hail,JUN,1,"$1,793.50","$23,001.00"
2017,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,NOV,1,"$2,476.00","$8,247.00"
2017,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,JUN,1,$963.00,"$2,952.60"
2017,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,JUL,2,$138.00,"$1,868.00"
2017,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,MAY,1,"$1,705.00","$9,889.00"
2017,Corn,RPHPE,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$149.00,"$4,349.00"
2017,Corn,YP,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,"$2,746.00","$2,433.00"
2017,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,OCT,2,"$2,397.00","$10,787.00"
2017,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,MAY,3,"$1,219.00","$1,109.67"
2017,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,JUN,1,"$1,221.00",$119.00
2017,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,OCT,2,"$3,256.50","$15,002.50"
2017,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,SEP,3,"$1,474.33","$9,251.67"
2017,Corn,YP,Harvested,Frost,NOV,1,$477.00,"$11,533.00"
2017,Corn,RP,Harvested,Cold Wet Weather,JUL,1,"$8,447.00","$14,290.00"
2017,Corn,RP,Harvested,Cold Wet Weather,JUN,1,$154.00,$423.00
2017,Corn,RP,Harvested,Cold Wet Weather,MAY,1,$507.00,"$1,803.00"
2017,Corn,RP,Replanted,Cold Wet Weather,MAY,4,"$1,486.75",$842.00
2017,Corn,RP,Unharvested,Cold Wet Weather,JUL,3,"$3,970.67","$18,537.33"
2017,Corn,RP,Harvested,Cold Wet Weather,AUG,1,$137.00,"$1,645.00"
2017,Corn,RPHPE,Unharvested,Wind/Excess Wind,OCT,1,$253.40,"$7,345.20"
2017,Corn,RP,Harvested,"Other (Snow, Lightning, Etc.)",SEP,1,"$1,373.00",$502.00
2017,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",AUG,1,$168.00,"$2,322.00"
2017,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",SEP,3,"$1,657.33","$4,541.67"
2017,Corn,RP,Harvested,"Other (Snow, Lightning, Etc.)",NOV,1,"$1,645.00","$1,910.00"
2017,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",NOV,1,$322.00,"$3,887.00"
2016,Corn,RP,Harvested,Decline in Price,DEC,2,"$1,520.60","$3,511.90"
2016,Corn,RP,Unharvested,Decline in Price,AUG,2,"$1,231.50","$2,893.50"
2016,Corn,RP,Harvested,Decline in Price,OCT,1,"$1,450.00","$3,210.00"
2016,Corn,RP,Unharvested,Decline in Price,DEC,1,"$1,537.00",-$819.00
2016,Corn,RP,Harvested,Decline in Price,SEP,1,"$1,634.00","$1,397.00"
2016,Corn,RP,Harvested,Decline in Price,NOV,5,"$1,721.20","$1,280.20"
2016,Corn,RP,Harvested,Drought,JUL,5,"$1,946.00","$15,333.00"
2016,Corn,RP,Unharvested,Drought,AUG,2,$586.50,"$13,237.70"
2016,Corn,RP,Harvested,Drought,AUG,2,"$6,162.50","$9,658.50"
2016,Corn,RP,Harvested,Heat,JUL,1,$679.00,"$6,074.00"
2016,Corn,RP,Harvested,Hail,NOV,1,"$3,138.00","$7,545.00"
2016,Corn,RP,Unharvested,Hail,JUN,3,$874.33,"$10,953.67"
2016,Corn,RP,Unharvested,Hail,SEP,1,"$2,404.00","$2,688.00"
2016,Corn,RP,Harvested,Hail,JUN,2,$457.50,"$1,413.00"
2016,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,JUL,2,"$3,123.50","$1,226.00"
2016,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,OCT,1,"$8,282.00","$9,575.00"
2016,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,MAY,3,$659.67,"$4,774.33"
2016,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,MAY,12,"$1,423.00","$1,182.08"
2016,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,APR,1,$488.00,$525.00
2016,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,AUG,3,$796.67,"$2,574.67"
2016,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,JUL,1,"$1,639.00","$6,704.00"
2016,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,DEC,3,"$1,206.00","$7,006.00"
2016,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,JUN,2,"$3,398.50",$911.00
2016,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,SEP,1,$513.00,$149.00
2016,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,MAY,1,"$3,036.00","-$15,088.00"
2016,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,AUG,5,"$2,380.60","$5,060.20"
2016,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,JUN,2,"$2,581.50","$2,964.50"
2016,Corn,RP,Harvested,Cold Wet Weather,MAY,2,"$1,347.00","$1,072.50"
2016,Corn,RP,Replanted,Cold Wet Weather,MAY,4,"$2,701.25","$1,327.75"
2016,Corn,RP,Replanted,Flood,MAY,1,"$1,456.00",$434.00
2016,Corn,ARP,Final Loss Payment,ARPI/SCO/STAX/MP Crops Only,APR,1,"$1,069.00",$708.00
2016,Corn,RP,Harvested,Wind/Excess Wind,JUL,1,"$1,318.80",$825.20
2016,Corn,RP,Unharvested,Wind/Excess Wind,JUN,1,$995.00,"$23,886.00"
2016,Corn,RP,Unharvested,Plant Disease,AUG,1,"$1,056.00","$30,471.60"
2015,Corn,RP,Unharvested,Decline in Price,JUN,1,"$1,513.00",$856.00
2015,Corn,RP,Harvested,Decline in Price,DEC,1,"$1,488.00","$1,480.00"
2015,Corn,RP,Unharvested,Decline in Price,SEP,1,$376.50,"$1,043.00"
2015,Corn,RP,Harvested,Decline in Price,SEP,1,$376.50,"$1,563.00"
2015,Corn,RP,Harvested,Decline in Price,JUL,3,"$1,641.33","$1,305.00"
2015,Corn,RP,Unharvested,Decline in Price,NOV,1,$916.50,"$2,566.00"
2015,Corn,RPHPE,Harvested,Decline in Price,NOV,1,"$1,069.00",$753.00
2015,Corn,RP,Harvested,Decline in Price,OCT,3,"$3,100.67","$4,553.33"
2015,Corn,RP,Unharvested,Decline in Price,OCT,1,"$2,226.00","$1,505.00"
2015,Corn,RP,Unharvested,Decline in Price,AUG,5,"$2,355.70","$5,865.20"
2015,Corn,RP,Harvested,Decline in Price,NOV,22,"$2,022.17","$2,723.00"
2015,Corn,RP,Harvested,Decline in Price,AUG,3,"$1,884.83","$1,643.67"
2015,Corn,RP,Unharvested,Drought,JUN,1,"$2,146.00","$4,198.00"
2015,Corn,RP,Harvested,Drought,OCT,4,$436.13,"$2,693.00"
2015,Corn,RP,Harvested,Drought,DEC,1,"$4,824.00","$14,363.00"
2015,Corn,RP,Unharvested,Drought,OCT,3,"$1,550.17","$8,886.00"
2015,Corn,RP,Unharvested,Drought,JUL,3,"$2,833.67","$15,694.33"
2015,Corn,RP,Harvested,Drought,JUL,2,$126.00,"$1,806.00"
2015,Corn,RP,Replanted,Hail,MAY,1,"$4,051.00","$2,231.00"
2015,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,JUL,4,"$2,827.38","$3,582.94"
2015,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,AUG,3,"$2,204.00","$5,756.67"
2015,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,OCT,1,$468.50,"$10,186.00"
2015,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,MAY,3,$703.77,"$3,954.67"
2015,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,SEP,2,"$4,404.00","$2,418.00"
2015,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,JUL,2,"$3,541.00","$5,634.00"
2015,Corn,RP,Unharvested,Cold Wet Weather,AUG,1,"$4,378.00","$52,863.00"
2015,Corn,RP,Unharvested,Cold Wet Weather,JUL,1,"$2,213.00","$15,345.00"
2015,Corn,RP,Unharvested,Wind/Excess Wind,AUG,1,"$2,327.00","$11,617.00"
2015,Corn,RP,Harvested,Wind/Excess Wind,JUL,2,$853.50,"$9,682.00"
2015,Corn,RP,Harvested,Wind/Excess Wind,OCT,1,$46.00,$163.00
2015,Corn,RP,Replanted,Insects,JUN,1,$468.50,"$2,419.00"
2015,Corn,RP,Unharvested,Insects,AUG,2,"$1,966.50","$8,318.00"
2015,Corn,RP,Unharvested,Plant Disease,AUG,1,$32.00,"$1,577.00"
2015,Corn,RP,Harvested,Plant Disease,AUG,4,"$2,781.50","$5,514.56"
2014,Corn,RPHPE,Harvested,Decline in Price,OCT,4,"$2,002.69","$41,104.31"
2014,Corn,RPHPE,Unharvested,Decline in Price,OCT,2,$613.00,"$4,061.00"
2014,Corn,RPHPE,Harvested,Decline in Price,SEP,1,$274.50,"$13,997.00"
2014,Corn,RP,Unharvested,Decline in Price,SEP,70,"$3,203.84","$18,234.12"
2014,Corn,RPHPE,Harvested,Decline in Price,DEC,1,"$1,061.50","$4,197.50"
2014,Corn,RP,Harvested,Decline in Price,OCT,78,"$2,584.60","$14,541.83"
2014,Corn,RP,Harvested,Decline in Price,AUG,15,"$2,045.86","$14,296.29"
2014,Corn,RPHPE,Harvested,Decline in Price,NOV,14,"$1,472.16","$20,913.32"
2014,Corn,RPHPE,Harvested,Decline in Price,AUG,1,$775.00,"$13,141.00"
2014,Corn,RP,Harvested,Decline in Price,MAY,1,$564.00,"$8,120.00"
2014,Corn,RP,Harvested,Decline in Price,JUN,39,"$3,180.04","$16,905.10"
2014,Corn,RP,Harvested,Decline in Price,NOV,396,"$2,371.93","$12,685.59"
2014,Corn,RP,Harvested,Decline in Price,JAN,1,$870.00,"$12,355.00"
2014,Corn,RP,Harvested,Decline in Price,SEP,58,"$3,336.38","$17,547.47"
2014,Corn,RP,Harvested,Decline in Price,JUL,7,"$1,957.86","$13,885.86"
2014,Corn,RPHPE,Unharvested,Decline in Price,AUG,1,$749.00,"$20,109.00"
2014,Corn,RP,Unharvested,Decline in Price,JUN,5,"$4,184.50","$14,387.60"
2014,Corn,RP,Harvested,Decline in Price,DEC,35,"$2,736.73","$12,525.16"
2014,Corn,RP,Unharvested,Decline in Price,JUL,3,"$1,176.33","$8,967.33"
2014,Corn,RP,Unharvested,Decline in Price,NOV,78,"$1,952.24","$10,922.67"
2014,Corn,RP,Unharvested,Decline in Price,OCT,43,"$3,698.83","$16,065.34"
2014,Corn,RP,Unharvested,Decline in Price,AUG,20,"$3,744.10","$21,141.01"
2014,Corn,RP,Unharvested,Decline in Price,DEC,2,$880.00,"$4,953.00"
2014,Corn,RP,Harvested,Drought,JUL,3,$620.67,"$5,622.67"
2014,Corn,RP,Replanted,Drought,MAY,1,"$2,017.33","$8,057.00"
2014,Corn,RP,Harvested,Drought,MAY,1,"$1,917.50","$47,964.00"
2014,Corn,RP,Harvested,Heat,JUL,1,$974.00,"$8,616.50"
2014,Corn,RP,Unharvested,Hail,NOV,1,$287.70,"$6,698.30"
2014,Corn,RP,Harvested,Hail,JUN,51,"$1,893.58","$20,050.76"
2014,Corn,RP,Unharvested,Hail,JUN,34,"$1,878.01","$28,082.42"
2014,Corn,RP,Replanted,Hail,MAY,1,$146.00,"$3,670.00"
2014,Corn,RP,Harvested,Hail,DEC,1,$882.00,"$8,480.00"
2014,Corn,RP,Unharvested,Hail,AUG,2,$558.55,"$10,112.90"
2014,Corn,RP,Harvested,Hail,AUG,3,"$2,226.60","$16,819.47"
2014,Corn,RP,Harvested,Hail,MAY,1,$846.00,"$12,180.00"
2014,Corn,RPHPE,Replanted,Hail,JUN,3,$377.06,"$1,056.00"
2014,Corn,RP,Replanted,Hail,JUN,16,"$1,468.97","$3,087.19"
2014,Corn,RP,Unharvested,Hail,SEP,1,$482.40,"$3,886.20"
2014,Corn,RP,Uninsured Loss,Hail,JUN,0,#DIV/0!,#DIV/0!
2014,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,OCT,5,"$1,208.90","$7,796.60"
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,NOV,7,"$1,491.71","$17,967.71"
2014,Corn,RPHPE,Replanted,Excess Moisture/Precipitation/Rain,MAY,1,$395.50,"$1,902.00"
2014,Corn,RPHPE,Unharvested,Excess Moisture/Precipitation/Rain,JUN,3,"$1,109.83","$36,827.33"
2014,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,MAY,2,"$2,549.50","$19,631.00"
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,JAN,3,"$3,701.83","$18,384.33"
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,AUG,1,"$2,172.50","$31,410.00"
2014,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,JUN,3,$452.56,$590.98
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,MAY,7,"$1,166.65","$13,790.80"
2014,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,AUG,2,"$5,022.75","$5,451.00"
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,SEP,5,"$1,053.90","$8,883.80"
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,JUL,1,"$4,700.00","$32,657.00"
2014,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,JUL,3,"$1,889.00","$7,759.00"
2014,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,APR,1,$97.50,$702.00
2014,Corn,RPHPE,Harvested,Excess Moisture/Precipitation/Rain,JUN,4,$854.75,"$7,858.19"
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,JUN,115,"$2,663.93","$16,860.57"
2014,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,SEP,16,"$3,712.85","$15,005.86"
2014,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,MAY,14,"$1,558.90","$2,130.86"
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,DEC,2,"$8,018.50","$32,883.50"
2014,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,JUN,60,"$2,441.49","$16,278.34"
2014,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,OCT,8,"$2,019.31","$6,930.13"
2014,Corn,RP,Replanted,Frost,MAY,2,$317.13,"$3,141.50"
2014,Corn,RP,Harvested,Cold Wet Weather,JUN,3,"$4,167.67","$10,060.17"
2014,Corn,RP,Replanted,Cold Wet Weather,APR,1,$244.50,"$1,453.00"
2014,Corn,RP,Replanted,Cold Wet Weather,MAY,8,$419.32,"$1,606.25"
2014,Corn,RP,Unharvested,Cold Wet Weather,JUN,1,"$1,269.50","$3,202.00"
2014,Corn,RP,Harvested,Flood,NOV,2,$699.50,"$3,382.00"
2014,Corn,RP,Unharvested,Flood,JUN,21,"$1,602.85","$43,586.18"
2014,Corn,RP,Replanted,Flood,JUN,7,$722.64,"$1,089.71"
2014,Corn,RPHPE,Harvested,Flood,JUN,2,$428.33,"$11,901.00"
2014,Corn,RP,Harvested,Flood,JUN,19,"$1,261.85","$28,560.42"
2014,Corn,RPHPE,Unharvested,Flood,JUN,2,$428.33,"$18,829.00"
2014,Corn,RP,Unharvested,Flood,MAY,1,"$2,525.00","$35,402.00"
2014,Corn,YP,Unharvested,Flood,JUN,3,$906.67,"$40,843.00"
2014,Corn,YP,Harvested,Flood,JUN,3,$892.33,"$7,265.67"
2014,Corn,RP,Unharvested,Flood,NOV,2,$396.00,"$9,396.00"
2014,Corn,RPHPE,Replanted,Flood,JUN,1,$321.50,"$2,772.00"
2014,Corn,ARP,Final Loss Payment,ARPI Crops Only,APR,1,"$1,548.00","$12,714.00"
2014,Corn,RP,Harvested,Wind/Excess Wind,AUG,1,"$1,404.50","$5,321.00"
2014,Corn,RP,Unharvested,Wind/Excess Wind,AUG,1,"$1,404.50","$4,041.00"
2014,Corn,RP,Unharvested,Plant Disease,AUG,2,"$4,593.00","$61,240.50"
2014,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",AUG,1,"$22,113.00","$46,998.00"
2014,Corn,RP,Harvested,"Other (Snow, Lightning, Etc.)",SEP,1,"$1,195.00","$36,330.00"
2014,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",SEP,2,"$9,639.25","$83,318.50"
2013,Corn,RP,Unharvested,Decline in Price,JUL,1,$932.00,$402.00
2013,Corn,RP,Unharvested,Decline in Price,NOV,41,"$2,021.29","$3,149.73"
2013,Corn,RP,Harvested,Decline in Price,JUN,8,"$3,562.31","$19,180.75"
2013,Corn,RP,Harvested,Decline in Price,SEP,69,"$4,994.42","$14,900.68"
2013,Corn,RP,Unharvested,Decline in Price,OCT,25,"$5,789.56","$9,132.62"
2013,Corn,RP,Harvested,Decline in Price,JUL,4,"$1,804.00","$9,546.50"
2013,Corn,RP,Harvested,Decline in Price,NOV,237,"$4,064.66","$13,023.35"
2013,Corn,RPHPE,Harvested,Decline in Price,DEC,2,"$1,182.50","$2,698.00"
2013,Corn,RP,Harvested,Decline in Price,DEC,30,"$3,567.78","$8,213.07"
2013,Corn,RP,Unharvested,Decline in Price,JUN,1,"$2,036.50","$1,001.00"
2013,Corn,RP,Unharvested,Decline in Price,SEP,58,"$4,709.23","$9,688.59"
2013,Corn,RPHPE,Harvested,Decline in Price,SEP,1,"$1,054.00",$239.00
2013,Corn,RP,Harvested,Decline in Price,OCT,82,"$3,434.48","$13,611.00"
2013,Corn,RPHPE,Harvested,Decline in Price,NOV,10,"$2,765.10","$17,871.05"
2013,Corn,RP,Harvested,Decline in Price,MAY,1,"$1,129.00","$2,120.00"
2013,Corn,RP,Harvested,Decline in Price,AUG,10,"$2,833.58","$13,446.01"
2013,Corn,RP,Unharvested,Decline in Price,MAY,2,"$8,503.75","$27,354.50"
2013,Corn,RP,Unharvested,Decline in Price,AUG,6,"$6,061.68","$33,720.05"
2013,Corn,RP,Unharvested,Decline in Price,DEC,2,"$1,329.25","$1,033.50"
2013,Corn,RP,Unharvested,Drought,SEP,8,"$2,546.60","$16,719.75"
2013,Corn,RP,Harvested,Drought,SEP,4,"$3,825.96","$30,395.50"
2013,Corn,RP,Unharvested,Drought,MAY,1,"$10,724.00","$44,009.00"
2013,Corn,RP,Unharvested,Drought,AUG,11,"$2,941.81","$29,322.34"
2013,Corn,RP,Unharvested,Drought,JUL,12,"$3,332.64","$10,688.54"
2013,Corn,RPHPE,Harvested,Drought,JUL,3,"$2,071.67","$12,073.17"
2013,Corn,RPHPE,Harvested,Drought,DEC,1,"$2,187.00","$19,545.00"
2013,Corn,RP,Harvested,Drought,MAY,1,$71.75,$797.50
2013,Corn,RP,Harvested,Drought,AUG,25,"$4,643.17","$25,579.39"
2013,Corn,RP,Harvested,Drought,OCT,4,"$2,162.75","$10,587.45"
2013,Corn,RP,Harvested,Drought,JUL,38,"$5,931.93","$20,447.19"
2013,Corn,RP,Harvested,Drought,NOV,7,"$3,545.07","$16,584.43"
2013,Corn,RP,Harvested,Drought,DEC,1,"$1,807.50","$18,168.00"
2013,Corn,RP,Harvested,Heat,JUN,1,"$1,908.00","$2,518.00"
2013,Corn,RP,Harvested,Heat,AUG,2,"$1,341.50","$2,578.50"
2013,Corn,RP,Harvested,Hail,JUN,8,"$3,359.56","$9,402.53"
2013,Corn,RP,Replanted,Hail,JUN,1,"$2,135.50","$4,610.00"
2013,Corn,RP,Unharvested,Hail,JUN,3,"$1,736.00","$60,117.67"
2013,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,JUN,1,$830.00,"$2,224.50"
2013,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,SEP,2,"$1,605.00","$4,973.00"
2013,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,JUN,2,"$1,329.50",$793.50
2013,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,NOV,1,"$5,134.00","$70,895.00"
2013,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,MAY,48,"$2,763.30","$1,390.21"
2013,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,JUN,3,"$1,177.67","$7,753.50"
2013,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,MAY,11,"$1,906.46","$13,263.14"
2013,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,AUG,1,"$4,633.25","$19,213.50"
2013,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,SEP,2,"$3,166.50","-$1,714.50"
2013,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,OCT,1,$997.00,"$9,739.00"
2013,Corn,RP,Harvested,Excess Moisture/Precipitation/Rain,APR,2,$895.83,"$2,085.80"
2013,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,MAY,6,"$1,012.08","$17,243.92"
2013,Corn,RP,Unharvested,Excess Moisture/Precipitation/Rain,AUG,1,"$1,579.75","$4,728.00"
2013,Corn,RP,Harvested,Cold Wet Weather,MAY,3,"$2,659.67","$4,165.00"
2013,Corn,RP,Unharvested,Flood,MAY,2,"$2,185.00","$10,030.50"
2013,Corn,RP,Harvested,Flood,MAY,1,"$1,917.00","$20,274.00"
2013,Corn,RP,Replanted,Flood,MAY,2,"$3,884.75","$1,345.00"
2013,Corn,RP,Harvested,Flood,JUN,1,"$8,141.00","$82,454.00"
2013,Corn,GRIP-HRO,Final Loss Payment,GRP/Grip Crops,APR,3,"$13,496.33","$85,315.67"
2013,Corn,RP,Harvested,Insects,OCT,1,"$2,146.00","$21,040.00"
2013,Corn,RP,Harvested,"Other (Snow, Lightning, Etc.)",JUL,2,"$15,584.50","$69,443.00"
2013,Corn,RP,Harvested,"Other (Snow, Lightning, Etc.)",OCT,2,"$1,877.50","$9,572.00"
2013,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",OCT,4,"$13,389.75","$23,121.50"
2013,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",SEP,15,"$3,056.50","$12,602.20"
2013,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",AUG,1,"$3,589.00","$22,663.00"
2013,Corn,RP,Unharvested,"Other (Snow, Lightning, Etc.)",JUL,1,$989.00,"$7,980.00"
2013,Corn,RP,Harvested,"Other (Snow, Lightning, Etc.)",NOV,3,"$6,236.67","$14,271.67"
2013,Corn,RP,Harvested,"Other (Snow, Lightning, Etc.)",AUG,1,$308.00,"$2,984.00"
2013,Corn,RP,Harvested,"Other (Snow, Lightning, Etc.)",SEP,6,"$4,970.08","$28,100.83"
2013,Corn,RP,Harvested,,MAY,1,$71.75,$797.50
2012,Corn,RP,Harvested,Decline in Price,NOV,3,$625.20,"$5,670.24"
2012,Corn,RP,Harvested,Decline in Price,JUL,1,$514.00,"-$1,722.00"
2012,Corn,RP,Unharvested,Decline in Price,NOV,4,$945.36,"$11,528.94"
2012,Corn,RP,Harvested,Drought,MAY,1,"$1,584.00","$29,601.00"
2012,Corn,RP,Harvested,Drought,AUG,56,"$2,863.83","$33,221.49"
2012,Corn,RP,Harvested,Drought,OCT,12,"$2,886.50","$33,461.58"
2012,Corn,RPHPE,Harvested,Drought,JUL,5,"$2,130.90","$26,103.80"
2012,Corn,YP,Unharvested,Drought,JUN,1,$444.00,"$49,665.00"
2012,Corn,RP,Harvested,Drought,APR,1,"$1,724.50","-$26,359.00"
2012,Corn,RP,Harvested,Drought,JUL,319,"$3,323.40","$40,175.82"
2012,Corn,RP,Replanted,Drought,MAY,1,$460.00,"$2,045.00"
2012,Corn,RP,Unharvested,Drought,JUN,45,"$2,899.41","$54,856.18"
2012,Corn,RP,Unharvested,Drought,SEP,1,$244.00,"$17,184.00"
2012,Corn,YP,Harvested,Drought,AUG,2,"$1,227.50","$34,105.00"
2012,Corn,RPHPE,Unharvested,Drought,AUG,1,"$6,475.00","$256,246.00"
2012,Corn,YP,Harvested,Drought,SEP,1,$519.00,$990.00
2012,Corn,RP,Unharvested,Drought,FEB,1,"$5,435.00","$89,355.00"
2012,Corn,RP,Unharvested,Drought,AUG,45,"$3,195.85","$63,139.95"
2012,Corn,RPHPE,Unharvested,Drought,JUL,8,"$2,828.19","$39,819.88"
2012,Corn,YP,Unharvested,Drought,JUL,8,"$1,152.13","$26,473.63"
2012,Corn,RP,Harvested,Drought,NOV,4,"$2,963.75","$8,679.50"
2012,Corn,RPHPE,Harvested,Drought,SEP,2,"$5,906.00","$107,455.00"
2012,Corn,YP,Harvested,Drought,JUL,16,$874.06,"$20,336.75"
2012,Corn,RP,Harvested,Drought,JUN,73,"$3,601.69","$40,424.66"
2012,Corn,RP,Harvested,Drought,SEP,11,"$1,973.45","$21,609.73"
2012,Corn,RP,Unharvested,Drought,APR,1,"$1,724.50","$58,821.00"
2012,Corn,RP,Unharvested,Drought,JUL,172,"$3,314.09","$69,714.31"
2012,Corn,RP,Harvested,Heat,JUN,1,$863.00,"-$1,367.00"
2012,Corn,RP,Harvested,Heat,AUG,4,"$1,397.25","$4,621.75"
2012,Corn,RPHPE,Harvested,Heat,JUL,1,$604.00,"-$10,780.00"
2012,Corn,RP,Harvested,Heat,JUL,15,"$1,412.02","$16,543.77"
2012,Corn,RPHPE,Unharvested,Heat,JUL,1,$975.00,"$61,248.00"
2012,Corn,RP,Unharvested,Heat,JUL,7,"$2,350.89","$64,308.43"
2012,Corn,RP,Unharvested,Failure of Irrigation Supply,JUN,1,"$1,018.00","$56,749.00"
2012,Corn,RP,Harvested,Hail,JUN,1,"$4,548.00","$7,338.00"
2012,Corn,RP,Harvested,Hail,SEP,1,$640.00,$847.00
2012,Corn,RP,Harvested,Hail,JUL,1,"$6,282.00","$19,062.00"
2012,Corn,RP,Replanted,Excess Moisture/Precipitation/Rain,MAY,13,"$1,563.27","$2,324.50"
